company;year;ca;ppe;ebit;rd;personnel;groupe
NARI Technology;2019;7.719;1.1548;1.1548;0.5048;2.45;INDUS
NARI Technology;2020;9.1786;1.3143;1.3929;0.6786;2.85;INDUS
NARI Technology;2021;10.1024;1.5357;1.5524;0.7738;3.12;INDUS
NARI Technology;2022;11.1548;1.6952;1.7905;0.9167;3.35;INDUS
NARI Technology;2023;12.2738;1.9333;2.0286;1.0119;3.52;INDUS
NGK Spark Plug (JP);2015;3.25;1.15;0.65;0.18;1.42;INDUS
NGK Spark Plug (JP);2016;3.38;1.22;0.58;0.2;1.45;INDUS
NGK Spark Plug (JP);2017;3.75;1.28;0.62;0.22;1.48;INDUS
NGK Spark Plug (JP);2018;4.15;1.35;0.68;0.25;1.52;INDUS
NGK Spark Plug (JP);2019;4.05;1.42;0.58;0.24;1.55;INDUS
NGK Spark Plug (JP);2020;3.95;1.48;0.42;0.22;1.61;INDUS
NGK Spark Plug (JP);2021;4.45;1.55;0.75;0.25;1.64;INDUS
NGK Spark Plug (JP);2022;4.25;1.62;0.78;0.28;1.62;INDUS
NGK Spark Plug (JP);2023;4.15;1.68;0.82;0.32;1.6;INDUS
NGK Spark Plug (JP);2024;4.35;1.75;0.92;0.35;1.63;INDUS
Naura Tech;2015;0.2024;0.2667;0.0119;0.1;0.22;INDUS
Naura Tech;2016;0.3857;0.3452;0.0286;0.1548;0.35;INDUS
Naura Tech;2017;0.5286;0.4405;0.0429;0.2024;0.45;INDUS
Naura Tech;2018;0.7905;0.5833;0.0595;0.2976;0.58;INDUS
Naura Tech;2019;0.9643;0.7429;0.1071;0.3619;0.65;INDUS
Naura Tech;2020;1.4405;1.0762;0.1548;0.4405;0.85;INDUS
Naura Tech;2021;2.2881;1.6238;0.2667;0.6786;1.15;INDUS
Naura Tech;2022;3.4952;2.3452;0.5048;0.9167;1.52;INDUS
Naura Tech;2023;5.2548;2.9643;0.9167;1.219;1.95;INDUS
Navistar (US);2015;10.15;0.85;0.12;0.25;1.3;INDUS
Navistar (US);2016;8.15;0.82;0.25;0.22;1.25;INDUS
Navistar (US);2017;8.6;0.78;0.35;0.21;1.2;INDUS
Navistar (US);2018;10.25;0.85;0.45;0.25;1.3;INDUS
Navistar (US);2019;11.25;0.92;0.55;0.28;1.35;INDUS
Navistar (US);2020;7.5;0.95;0.15;0.24;1.25;INDUS
Navistar (US);2021;10.15;1.05;0.45;0.32;1.4;INDUS
Navistar (US);2022;11.35;1.15;0.55;0.35;1.45;INDUS
Navistar (US);2023;12.15;1.25;0.65;0.38;1.5;INDUS
Navistar (US);2024;12.85;1.35;0.75;0.42;1.55;INDUS
Nestlé (EU);2015;88.8;28.5;13.4;1.7;33.5;INDUS
Nestlé (EU);2016;89.5;27.8;13.7;1.7;32.8;INDUS
Nestlé (EU);2017;89.8;27.2;13.3;1.7;32.3;INDUS
Nestlé (EU);2018;91.4;27.5;13.8;1.7;30.8;INDUS
Nestlé (EU);2019;92.6;28.2;14.8;1.7;29.1;INDUS
Nestlé (EU);2020;84.3;27.8;14.2;1.6;27.3;INDUS
Nestlé (EU);2021;87.1;28.1;15.1;1.7;27.6;INDUS
Nestlé (EU);2022;94.4;28.8;16.1;1.8;27.5;INDUS
Nestlé (EU);2023;93.0;28.5;15.9;1.8;27.0;INDUS
Nestlé (EU);2024;91.5;28.2;15.7;1.8;26.8;INDUS
NetApp (US);2015;6.12;0.85;0.95;0.82;1.25;INDUS
NetApp (US);2016;5.55;0.82;0.75;0.8;1.2;INDUS
NetApp (US);2017;5.52;0.8;0.72;0.82;1.15;INDUS
NetApp (US);2018;5.91;0.85;0.85;0.85;1.1;INDUS
NetApp (US);2019;6.15;0.88;0.95;0.88;1.05;INDUS
NetApp (US);2020;5.41;0.92;0.75;0.85;1.08;INDUS
NetApp (US);2021;5.74;0.95;0.85;0.88;1.1;INDUS
NetApp (US);2022;6.32;1.02;1.05;0.95;1.2;INDUS
NetApp (US);2023;6.36;1.05;1.1;1.05;1.25;INDUS
NetApp (US);2024;6.27;1.15;1.15;1.15;1.2;INDUS
Neway Valve;2015;0.5357;0.2667;0.0833;0.019;0.32;INDUS
Neway Valve;2016;0.4881;0.2571;0.0667;0.0167;0.3;INDUS
Neway Valve;2017;0.5667;0.25;0.0905;0.0214;0.35;INDUS
Neway Valve;2018;0.6619;0.2667;0.1;0.0262;0.38;INDUS
Neway Valve;2019;0.7429;0.2976;0.131;0.031;0.42;INDUS
Neway Valve;2020;0.8214;0.3214;0.1476;0.0357;0.45;INDUS
Neway Valve;2021;0.9405;0.3619;0.1381;0.0429;0.48;INDUS
Neway Valve;2022;0.981;0.3929;0.1548;0.05;0.52;INDUS
Neway Valve;2023;1.1548;0.4405;0.2024;0.0595;0.55;INDUS
Neway Valve;2024;1.2905;0.5048;0.2667;0.0667;0.58;INDUS
Nexans (EU);2015;6.51;0.98;0.46;0.13;2.39;INDUS
Nexans (EU);2016;6.71;1.01;0.47;0.13;2.43;INDUS
Nexans (EU);2017;6.91;1.04;0.48;0.14;2.47;INDUS
Nexans (EU);2018;7.12;1.07;0.5;0.14;2.52;INDUS
Nexans (EU);2019;7.33;1.1;0.51;0.15;2.56;INDUS
Nexans (EU);2020;7.55;1.13;0.53;0.15;2.61;INDUS
Nexans (EU);2021;7.78;1.17;0.54;0.16;2.65;INDUS
Nexans (EU);2022;8.01;1.2;0.56;0.16;2.7;INDUS
Nexans (EU);2023;8.25;1.24;0.58;0.17;2.75;INDUS
Nexans (EU);2024;8.5;1.27;0.6;0.17;2.8;INDUS
Nexperia (EU);2015;1.05;0.45;0.15;0.08;1.05;INDUS
Nexperia (EU);2016;1.15;0.48;0.18;0.09;1.08;INDUS
Nexperia (EU);2017;1.35;0.52;0.22;0.11;1.1;INDUS
Nexperia (EU);2018;1.52;0.58;0.25;0.13;1.15;INDUS
Nexperia (EU);2019;1.42;0.61;0.21;0.12;1.2;INDUS
Nexperia (EU);2020;1.45;0.65;0.24;0.13;1.25;INDUS
Nexperia (EU);2021;2.1;0.85;0.55;0.18;1.4;INDUS
Nexperia (EU);2022;2.35;0.95;0.62;0.21;1.45;INDUS
Nexperia (EU);2023;2.15;1.15;0.45;0.23;1.5;INDUS
Nexperia (EU);2024;2.45;1.35;0.65;0.25;1.55;INDUS
Nidec Corp (JP);2015;9.85;2.45;1.05;0.38;9.8;INDUS
Nidec Corp (JP);2016;10.12;2.62;1.15;0.42;10.5;INDUS
Nidec Corp (JP);2017;11.55;2.85;1.35;0.48;10.8;INDUS
Nidec Corp (JP);2018;12.85;3.15;1.45;0.52;11.2;INDUS
Nidec Corp (JP);2019;13.25;3.42;1.38;0.55;11.5;INDUS
Nidec Corp (JP);2020;14.25;3.65;1.52;0.58;11.8;INDUS
Nidec Corp (JP);2021;16.55;4.12;1.75;0.62;12.2;INDUS
Nidec Corp (JP);2022;15.85;4.45;1.55;0.68;12.5;INDUS
Nidec Corp (JP);2023;14.95;4.82;1.42;0.72;12.8;INDUS
Nidec Corp (JP);2024;15.42;5.12;1.55;0.75;13.2;INDUS
Nikon (JP);2015;7.15;1.85;0.45;0.55;2.5;INDUS
Nikon (JP);2016;6.85;1.75;0.35;0.52;2.5;INDUS
Nikon (JP);2017;6.35;1.65;0.32;0.51;2.4;INDUS
Nikon (JP);2018;6.15;1.55;0.55;0.58;2.3;INDUS
Nikon (JP);2019;6.25;1.52;0.65;0.62;2.1;INDUS
Nikon (JP);2020;5.42;1.45;0.12;0.58;2.0;INDUS
Nikon (JP);2021;4.15;1.35;-0.45;0.55;1.9;INDUS
Nikon (JP);2022;4.85;1.42;0.35;0.58;1.8;INDUS
Nikon (JP);2023;5.45;1.48;0.45;0.62;1.9;INDUS
Nikon (JP);2024;5.85;1.55;0.52;0.65;1.95;INDUS
Nine Dragons;2015;6.7905;10.7429;0.5833;0.131;1.85;INDUS
Nine Dragons;2016;7.6548;11.1548;0.75;0.1476;1.92;INDUS
Nine Dragons;2017;9.3214;11.5524;1.3857;0.1857;1.95;INDUS
Nine Dragons;2018;12.5667;12.4167;1.869;0.2262;2.05;INDUS
Nine Dragons;2019;13.0119;13.2976;0.9167;0.25;2.15;INDUS
Nine Dragons;2020;14.1762;13.9167;1.0119;0.2976;2.25;INDUS
Nine Dragons;2021;17.0381;14.7976;1.1548;0.369;2.45;INDUS
Nine Dragons;2022;15.3619;15.5048;-0.1548;0.3381;2.35;INDUS
Nine Dragons;2023;13.5357;16.2976;0.1786;0.2976;2.25;INDUS
Nine Dragons;2024;15.6119;11.4571;0.5119;0.4643;1.95;INDUS
Ningbo Huaxiang;2015;2.0357;0.5048;0.1548;0.0595;1.25;INDUS
Ningbo Huaxiang;2016;2.9881;0.5833;0.2024;0.0833;1.45;INDUS
Ningbo Huaxiang;2017;3.5357;0.7429;0.2667;0.1;1.52;INDUS
Ningbo Huaxiang;2018;3.7667;0.9167;0.2024;0.1071;1.55;INDUS
Ningbo Huaxiang;2019;4.0833;1.0762;0.2738;0.1238;1.65;INDUS
Ningbo Huaxiang;2020;4.1619;1.219;0.2976;0.1381;1.62;INDUS
Ningbo Huaxiang;2021;4.1857;1.3929;0.3452;0.1548;1.55;INDUS
Ningbo Huaxiang;2022;4.6548;1.5357;0.2976;0.1714;1.65;INDUS
Ningbo Huaxiang;2023;5.5286;1.6952;0.2667;0.2024;1.85;INDUS
Ningbo Huaxiang;2024;5.981;1.869;0.3452;0.2262;1.95;INDUS
Ningbo Ronbay;2015;0.2024;0.1071;0.0119;0.0095;0.08;INDUS
Ningbo Ronbay;2016;0.2976;0.2024;0.0286;0.019;0.12;INDUS
Ningbo Ronbay;2017;0.5048;0.3452;0.0595;0.0357;0.25;INDUS
Ningbo Ronbay;2018;0.7238;0.5048;0.1;0.0524;0.38;INDUS
Ningbo Ronbay;2019;0.9976;0.6786;0.0357;0.0667;0.45;INDUS
Ningbo Ronbay;2020;0.9024;0.8381;0.0595;0.0833;0.42;INDUS
Ningbo Ronbay;2021;2.4429;1.3857;0.2667;0.1548;0.85;INDUS
Ningbo Ronbay;2022;7.1714;2.0119;0.4405;0.2976;1.25;INDUS
Ningbo Ronbay;2023;5.3976;2.4095;0.2024;0.2738;1.15;INDUS
Ningbo Ronbay;2024;6.0524;2.8857;0.2976;0.3452;1.32;INDUS
Ningbo Tuopu;2015;0.7167;0.3452;0.1238;0.0286;0.52;INDUS
Ningbo Tuopu;2016;0.9381;0.4405;0.1786;0.0357;0.65;INDUS
Ningbo Tuopu;2017;1.2095;0.5833;0.219;0.0524;0.78;INDUS
Ningbo Tuopu;2018;1.4238;0.7429;0.2024;0.0667;0.85;INDUS
Ningbo Tuopu;2019;1.2762;0.9167;0.131;0.0762;0.82;INDUS
Ningbo Tuopu;2020;1.55;1.0762;0.1714;0.1071;0.95;INDUS
Ningbo Tuopu;2021;2.7286;1.4571;0.2976;0.1786;1.15;INDUS
Ningbo Tuopu;2022;3.8071;2.0286;0.5048;0.2667;1.45;INDUS
Ningbo Tuopu;2023;4.6905;2.5833;0.6786;0.3452;1.75;INDUS
Ningbo Tuopu;2024;5.8381;3.1238;0.8381;0.4405;2.05;INDUS
Nitto Denko (JP);2015;6.85;1.85;0.85;0.28;2.85;INDUS
Nitto Denko (JP);2016;6.45;1.75;0.75;0.27;2.8;INDUS
Nitto Denko (JP);2017;7.15;1.95;1.05;0.32;2.95;INDUS
Nitto Denko (JP);2018;7.52;2.15;1.15;0.35;3.15;INDUS
Nitto Denko (JP);2019;6.85;2.25;0.85;0.32;3.05;INDUS
Nitto Denko (JP);2020;6.52;2.35;0.75;0.31;2.85;INDUS
Nitto Denko (JP);2021;7.45;2.55;1.15;0.35;3.15;INDUS
Nitto Denko (JP);2022;8.15;2.85;1.35;0.38;3.25;INDUS
Nitto Denko (JP);2023;7.25;2.95;0.95;0.35;3.05;INDUS
Nitto Denko (JP);2024;7.85;3.15;1.25;0.42;3.25;INDUS
Nongfu Spring;2015;2.5048;0.981;0.5048;0.0286;1.25;INDUS
Nongfu Spring;2016;2.9643;1.1548;0.6786;0.0357;1.35;INDUS
Nongfu Spring;2017;3.5286;1.3143;0.8381;0.0429;1.52;INDUS
Nongfu Spring;2018;4.1714;1.4881;0.981;0.0524;1.75;INDUS
Nongfu Spring;2019;5.719;2.0119;1.4571;0.0833;2.12;INDUS
Nongfu Spring;2020;5.4333;2.2667;1.5524;0.0905;2.05;INDUS
Nongfu Spring;2021;7.0833;2.6476;2.1071;0.1071;2.45;INDUS
Nongfu Spring;2022;7.9095;3.2024;2.4095;0.1238;2.65;INDUS
Nongfu Spring;2023;10.1595;3.8381;3.4571;0.1548;2.85;INDUS
Nongfu Spring;2024;11.4571;4.4881;3.869;0.1857;3.12;INDUS
Nordson (US);2015;1.74;0.26;0.43;0.05;0.61;INDUS
Nordson (US);2016;1.83;0.27;0.46;0.05;0.63;INDUS
Nordson (US);2017;1.92;0.29;0.48;0.06;0.65;INDUS
Nordson (US);2018;2.01;0.3;0.5;0.06;0.67;INDUS
Nordson (US);2019;2.12;0.32;0.53;0.06;0.69;INDUS
Nordson (US);2020;2.22;0.33;0.56;0.07;0.71;INDUS
Nordson (US);2021;2.33;0.35;0.58;0.07;0.73;INDUS
Nordson (US);2022;2.45;0.37;0.61;0.07;0.75;INDUS
Nordson (US);2023;2.57;0.39;0.64;0.08;0.78;INDUS
Nordson (US);2024;2.7;0.41;0.68;0.08;0.8;INDUS
ON Semiconductor (US);2015;3.48;1.39;1.04;0.28;1.97;INDUS
ON Semiconductor (US);2016;3.83;1.53;1.15;0.31;2.09;INDUS
ON Semiconductor (US);2017;4.21;1.68;1.26;0.34;2.21;INDUS
ON Semiconductor (US);2018;4.63;1.85;1.39;0.37;2.34;INDUS
ON Semiconductor (US);2019;5.09;2.04;1.53;0.41;2.48;INDUS
ON Semiconductor (US);2020;5.6;2.24;1.68;0.45;2.63;INDUS
ON Semiconductor (US);2021;6.16;2.46;1.85;0.49;2.78;INDUS
ON Semiconductor (US);2022;6.78;2.71;2.03;0.54;2.94;INDUS
ON Semiconductor (US);2023;7.45;2.98;2.23;0.6;3.12;INDUS
ON Semiconductor (US);2024;8.2;3.28;2.46;0.66;3.3;INDUS
Olympus (JP);2015;6.8;1.5;0.8;0.6;3.3;INDUS
Olympus (JP);2016;6.2;1.4;0.6;0.6;3.3;INDUS
Olympus (JP);2017;6.8;1.5;0.7;0.7;3.5;INDUS
Olympus (JP);2018;7.1;1.6;0.7;0.7;3.5;INDUS
Olympus (JP);2019;6.5;1.7;0.8;0.7;3.5;INDUS
Olympus (JP);2020;6.3;1.8;0.8;0.6;3.4;INDUS
Olympus (JP);2021;6.8;1.9;1.1;0.5;3.1;INDUS
Olympus (JP);2022;6.2;1.6;1.2;0.4;3.1;INDUS
Olympus (JP);2023;6.0;1.5;1.3;0.4;3.2;INDUS
Olympus (JP);2024;6.4;1.7;1.4;0.5;3.3;INDUS
Omron (JP);2015;6.85;1.15;0.75;0.42;3.7;INDUS
Omron (JP);2016;6.52;1.12;0.65;0.41;3.6;INDUS
Omron (JP);2017;7.15;1.18;0.82;0.45;3.6;INDUS
Omron (JP);2018;7.85;1.22;0.85;0.48;3.5;INDUS
Omron (JP);2019;6.32;1.25;0.52;0.46;2.8;INDUS
Omron (JP);2020;6.15;1.28;0.55;0.48;2.8;INDUS
Omron (JP);2021;6.95;1.32;0.85;0.52;2.9;INDUS
Omron (JP);2022;7.82;1.38;0.95;0.55;2.9;INDUS
Omron (JP);2023;7.52;1.42;0.85;0.58;2.85;INDUS
Omron (JP);2024;7.85;1.45;0.92;0.62;2.9;INDUS
Oshkosh (US);2015;6.1;0.55;0.42;0.12;1.33;INDUS
Oshkosh (US);2016;6.28;0.58;0.48;0.14;1.35;INDUS
Oshkosh (US);2017;6.83;0.62;0.52;0.18;1.47;INDUS
Oshkosh (US);2018;7.71;0.65;0.65;0.22;1.52;INDUS
Oshkosh (US);2019;8.38;0.72;0.82;0.25;1.55;INDUS
Oshkosh (US);2020;6.86;0.75;0.45;0.28;1.43;INDUS
Oshkosh (US);2021;7.95;0.82;0.62;0.32;1.51;INDUS
Oshkosh (US);2022;8.28;0.88;0.51;0.35;1.55;INDUS
Oshkosh (US);2023;9.66;0.95;0.85;0.38;1.68;INDUS
Oshkosh (US);2024;10.45;1.05;0.95;0.42;1.75;INDUS
POSCO (KR);2015;51.2;28.5;2.1;0.4;3.4;INDUS
POSCO (KR);2016;48.5;26.8;2.5;0.4;3.3;INDUS
POSCO (KR);2017;53.2;25.5;4.1;0.5;3.2;INDUS
POSCO (KR);2018;58.4;24.1;4.8;0.5;3.2;INDUS
POSCO (KR);2019;57.1;24.5;3.4;0.5;3.3;INDUS
POSCO (KR);2020;48.2;23.8;2.1;0.5;3.2;INDUS
POSCO (KR);2021;68.5;25.1;8.5;0.6;3.2;INDUS
POSCO (KR);2022;75.2;26.4;4.3;0.6;3.3;INDUS
POSCO (KR);2023;65.8;28.2;3.2;0.7;3.4;INDUS
POSCO (KR);2024;62.5;29.5;3.8;0.7;3.4;INDUS
Paccar (US);2015;19.12;2.85;2.25;0.24;2.3;INDUS
Paccar (US);2016;17.03;2.75;1.85;0.25;2.3;INDUS
Paccar (US);2017;19.46;2.95;2.45;0.26;2.5;INDUS
Paccar (US);2018;23.5;3.25;3.15;0.31;2.8;INDUS
Paccar (US);2019;25.6;3.55;3.45;0.33;2.7;INDUS
Paccar (US);2020;18.73;3.65;1.85;0.28;2.6;INDUS
Paccar (US);2021;23.52;3.85;2.55;0.32;2.8;INDUS
Paccar (US);2022;28.82;4.15;3.85;0.34;3.1;INDUS
Paccar (US);2023;35.13;4.85;5.25;0.41;3.2;INDUS
Paccar (US);2024;36.25;5.15;5.45;0.45;3.3;INDUS
Pacific Precision Forging;2015;0.1786;0.1071;0.0429;0.0095;0.12;INDUS
Pacific Precision Forging;2016;0.2095;0.1238;0.05;0.0119;0.13;INDUS
Pacific Precision Forging;2017;0.2738;0.1548;0.0667;0.0143;0.15;INDUS
Pacific Precision Forging;2018;0.3048;0.1952;0.0762;0.019;0.16;INDUS
Pacific Precision Forging;2019;0.281;0.2262;0.0595;0.0167;0.16;INDUS
Pacific Precision Forging;2020;0.2738;0.25;0.0524;0.019;0.15;INDUS
Pacific Precision Forging;2021;0.3452;0.3214;0.0667;0.0238;0.18;INDUS
Pacific Precision Forging;2022;0.4333;0.3929;0.0762;0.0286;0.2;INDUS
Pacific Precision Forging;2023;0.5119;0.4643;0.1071;0.0357;0.21;INDUS
Pacific Precision Forging;2024;0.519;0.5119;0.1214;0.0381;0.22;INDUS
Panasonic (JP);2015;65.2;14.1;3.1;4.1;25.4;INDUS
Panasonic (JP);2016;63.5;13.8;2.8;4.0;24.8;INDUS
Panasonic (JP);2017;67.1;13.5;3.5;4.2;25.1;INDUS
Panasonic (JP);2018;68.2;13.2;3.8;4.3;25.5;INDUS
Panasonic (JP);2019;65.8;12.9;3.2;4.2;25.1;INDUS
Panasonic (JP);2020;56.2;12.1;2.1;4.0;24.2;INDUS
Panasonic (JP);2021;60.5;12.4;2.5;4.1;24.5;INDUS
Panasonic (JP);2022;65.2;12.8;3.2;4.2;24.8;INDUS
Panasonic (JP);2023;62.5;13.1;3.4;4.1;23.5;INDUS
Panasonic (JP);2024;58.5;12.5;3.5;3.8;23.2;INDUS
Parker-Hannifin (US);2015;12.72;1.85;1.52;0.34;5.5;INDUS
Parker-Hannifin (US);2016;11.35;1.75;1.35;0.33;5.2;INDUS
Parker-Hannifin (US);2017;12.03;1.95;1.65;0.35;5.7;INDUS
Parker-Hannifin (US);2018;14.3;2.15;2.05;0.42;5.8;INDUS
Parker-Hannifin (US);2019;14.32;2.35;2.12;0.45;5.9;INDUS
Parker-Hannifin (US);2020;13.7;2.45;1.85;0.48;5.7;INDUS
Parker-Hannifin (US);2021;14.35;2.55;2.25;0.52;5.5;INDUS
Parker-Hannifin (US);2022;15.86;2.85;2.45;0.58;5.5;INDUS
Parker-Hannifin (US);2023;19.07;3.45;3.15;0.72;6.2;INDUS
Parker-Hannifin (US);2024;20.15;3.65;3.45;0.78;6.4;INDUS
PepsiCo (US);2015;63.1;13.2;9.7;0.7;26.3;INDUS
PepsiCo (US);2016;62.8;13.5;9.8;0.7;26.4;INDUS
PepsiCo (US);2017;63.5;13.8;10.5;0.7;26.3;INDUS
PepsiCo (US);2018;64.7;14.2;10.1;0.7;26.7;INDUS
PepsiCo (US);2019;67.2;14.8;10.3;0.8;26.7;INDUS
PepsiCo (US);2020;70.4;15.5;10.1;0.8;29.1;INDUS
PepsiCo (US);2021;79.5;16.2;11.1;0.9;30.9;INDUS
PepsiCo (US);2022;86.4;16.8;11.5;1.0;31.5;INDUS
PepsiCo (US);2023;91.5;17.5;12.5;1.1;31.8;INDUS
PepsiCo (US);2024;93.8;18.1;13.2;1.2;32.0;INDUS
Philips (EU);2015;24.2;3.2;1.5;1.9;11.3;INDUS
Philips (EU);2016;24.5;3.1;2.0;1.8;11.4;INDUS
Philips (EU);2017;17.8;2.2;1.5;1.8;7.4;INDUS
Philips (EU);2018;18.1;2.3;1.7;1.8;7.7;INDUS
Philips (EU);2019;19.5;2.5;1.6;1.9;8.1;INDUS
Philips (EU);2020;19.5;2.8;1.5;1.9;8.2;INDUS
Philips (EU);2021;17.2;2.6;0.6;1.8;7.8;INDUS
Philips (EU);2022;17.8;2.7;-1.5;1.7;7.7;INDUS
Philips (EU);2023;18.2;2.9;1.6;1.7;7.1;INDUS
Philips (EU);2024;18.5;3.1;1.8;1.7;7.0;INDUS
Pinggao Electric;2015;1.1548;0.5048;0.2024;0.0595;0.45;INDUS
Pinggao Electric;2016;1.3929;0.5833;0.2667;0.0833;0.52;INDUS
Pinggao Electric;2017;1.7667;0.6786;0.1548;0.1071;0.58;INDUS
Pinggao Electric;2018;1.5524;0.7429;0.0762;0.0905;0.55;INDUS
Pinggao Electric;2019;1.9333;0.8214;0.0595;0.1071;0.58;INDUS
Pinggao Electric;2020;2.3214;0.9167;0.0357;0.1238;0.62;INDUS
Pinggao Electric;2021;2.2048;0.981;0.019;0.1143;0.6;INDUS
Pinggao Electric;2022;2.2071;1.0762;0.0524;0.131;0.58;INDUS
Pinggao Electric;2023;2.631;1.219;0.2667;0.1548;0.65;INDUS
Pinggao Electric;2024;3.1238;1.3929;0.3452;0.2024;0.72;INDUS
Procter & Gamble (US);2015;70.75;19.65;14.25;1.95;11.0;INDUS
Procter & Gamble (US);2016;65.3;19.25;13.45;1.92;10.5;INDUS
Procter & Gamble (US);2017;65.1;19.85;13.95;1.95;9.5;INDUS
Procter & Gamble (US);2018;66.83;20.15;14.25;2.01;9.2;INDUS
Procter & Gamble (US);2019;67.68;20.52;14.85;2.05;9.7;INDUS
Procter & Gamble (US);2020;70.95;21.15;15.82;2.15;10.1;INDUS
Procter & Gamble (US);2021;76.12;22.45;17.85;2.25;10.1;INDUS
Procter & Gamble (US);2022;80.19;22.85;18.15;2.35;10.6;INDUS
Procter & Gamble (US);2023;82.01;23.45;18.45;2.45;10.7;INDUS
Procter & Gamble (US);2024;84.15;24.15;19.15;2.55;10.8;INDUS
Prysmian (EU);2015;13.41;3.35;1.34;0.13;2.56;INDUS
Prysmian (EU);2016;13.81;3.45;1.38;0.14;2.6;INDUS
Prysmian (EU);2017;14.23;3.56;1.42;0.14;2.65;INDUS
Prysmian (EU);2018;14.66;3.67;1.47;0.15;2.7;INDUS
Prysmian (EU);2019;15.1;3.77;1.51;0.15;2.75;INDUS
Prysmian (EU);2020;15.55;3.89;1.56;0.16;2.79;INDUS
Prysmian (EU);2021;16.01;4.0;1.6;0.16;2.84;INDUS
Prysmian (EU);2022;16.5;4.12;1.65;0.17;2.9;INDUS
Prysmian (EU);2023;16.99;4.25;1.7;0.17;2.95;INDUS
Prysmian (EU);2024;17.5;4.38;1.75;0.18;3.0;INDUS
Puma (EU);2015;3.4;0.3;0.1;0.1;1.1;INDUS
Puma (EU);2016;3.6;0.4;0.1;0.1;1.1;INDUS
Puma (EU);2017;4.1;0.4;0.3;0.1;1.1;INDUS
Puma (EU);2018;4.6;0.5;0.4;0.1;1.3;INDUS
Puma (EU);2019;5.5;0.7;0.5;0.1;1.4;INDUS
Puma (EU);2020;5.2;0.9;0.2;0.1;1.4;INDUS
Puma (EU);2021;6.8;1.0;0.6;0.1;1.6;INDUS
Puma (EU);2022;8.5;1.2;0.6;0.1;1.8;INDUS
Puma (EU);2023;8.6;1.3;0.6;0.1;1.9;INDUS
Puma (EU);2024;8.8;1.4;0.7;0.1;2.0;INDUS
Qorvo (US);2015;2.65;0.75;0.55;0.35;0.6;INDUS
Qorvo (US);2016;2.95;0.78;0.62;0.38;0.65;INDUS
Qorvo (US);2017;3.05;0.82;0.65;0.42;0.72;INDUS
Qorvo (US);2018;2.98;0.85;0.58;0.45;0.75;INDUS
Qorvo (US);2019;3.25;0.88;0.68;0.48;0.82;INDUS
Qorvo (US);2020;3.24;0.92;0.65;0.52;0.85;INDUS
Qorvo (US);2021;4.02;1.05;1.15;0.65;0.92;INDUS
Qorvo (US);2022;4.65;1.12;1.25;0.72;0.95;INDUS
Qorvo (US);2023;3.55;1.18;0.55;0.75;0.9;INDUS
Qorvo (US);2024;3.75;1.25;0.65;0.78;0.88;INDUS
Renesas (JP);2015;6.15;1.52;0.85;0.82;1.9;INDUS
Renesas (JP);2016;5.85;1.45;0.75;0.78;1.9;INDUS
Renesas (JP);2017;7.12;1.85;1.15;0.92;2.0;INDUS
Renesas (JP);2018;7.25;2.15;1.05;1.15;2.1;INDUS
Renesas (JP);2019;6.52;2.45;0.65;1.05;1.9;INDUS
Renesas (JP);2020;6.85;2.85;0.85;1.12;1.9;INDUS
Renesas (JP);2021;8.85;3.25;1.85;1.25;2.1;INDUS
Renesas (JP);2022;11.45;3.85;3.25;1.45;2.1;INDUS
Renesas (JP);2023;10.52;4.15;2.85;1.35;2.05;INDUS
Renesas (JP);2024;11.12;4.45;3.15;1.42;2.15;INDUS
Renishaw (EU);2015;0.69;0.14;0.14;0.1;0.43;INDUS
Renishaw (EU);2016;0.71;0.14;0.14;0.11;0.43;INDUS
Renishaw (EU);2017;0.73;0.15;0.15;0.11;0.44;INDUS
Renishaw (EU);2018;0.75;0.15;0.15;0.11;0.45;INDUS
Renishaw (EU);2019;0.78;0.16;0.16;0.12;0.46;INDUS
Renishaw (EU);2020;0.8;0.16;0.16;0.12;0.47;INDUS
Renishaw (EU);2021;0.82;0.16;0.16;0.12;0.47;INDUS
Renishaw (EU);2022;0.85;0.17;0.17;0.13;0.48;INDUS
Renishaw (EU);2023;0.87;0.17;0.17;0.13;0.49;INDUS
Renishaw (EU);2024;0.9;0.18;0.18;0.14;0.5;INDUS
ResMed (US);2015;1.68;0.45;0.35;0.12;0.48;INDUS
ResMed (US);2016;1.84;0.48;0.41;0.13;0.52;INDUS
ResMed (US);2017;2.06;0.52;0.48;0.15;0.61;INDUS
ResMed (US);2018;2.34;0.55;0.55;0.16;0.65;INDUS
ResMed (US);2019;2.61;0.62;0.65;0.18;0.75;INDUS
ResMed (US);2020;2.96;0.75;0.78;0.21;0.76;INDUS
ResMed (US);2021;3.2;0.82;0.85;0.23;0.82;INDUS
ResMed (US);2022;3.58;0.95;1.05;0.25;1.02;INDUS
ResMed (US);2023;4.22;1.15;1.25;0.31;1.05;INDUS
ResMed (US);2024;4.85;1.45;1.55;0.42;1.15;INDUS
Ricoh (JP);2015;18.5;2.5;0.9;1.0;10.9;INDUS
Ricoh (JP);2016;18.2;2.3;0.8;1.0;10.6;INDUS
Ricoh (JP);2017;18.1;2.2;-1.1;0.9;9.8;INDUS
Ricoh (JP);2018;18.5;2.1;0.8;0.8;9.3;INDUS
Ricoh (JP);2019;18.1;2.0;0.7;0.7;9.0;INDUS
