firm_id;year;Revenue;PPE;EBIT;RD;Personnel;sector;regime
Juniper Networks (US);2019;4.45;0.58;0.65;0.95;0.88;INDUS;SHORT
Juniper Networks (US);2020;4.45;0.62;0.62;0.92;0.92;INDUS;SHORT
Juniper Networks (US);2021;4.74;0.65;0.72;1.02;0.95;INDUS;SHORT
Juniper Networks (US);2022;5.3;0.72;0.82;1.12;1.02;INDUS;SHORT
Juniper Networks (US);2023;5.56;0.75;0.85;1.2;1.05;INDUS;SHORT
Juniper Networks (US);2024;5.6;0.82;0.92;1.25;1.1;INDUS;SHORT
KLA Corp (US);2015;2.81;0.42;0.85;0.48;0.6;INDUS;SHORT
KLA Corp (US);2016;2.98;0.45;0.95;0.52;0.6;INDUS;SHORT
KLA Corp (US);2017;3.48;0.48;1.25;0.55;0.7;INDUS;SHORT
KLA Corp (US);2018;4.04;0.55;1.52;0.62;0.8;INDUS;SHORT
KLA Corp (US);2019;4.57;0.85;1.45;0.75;1.0;INDUS;SHORT
KLA Corp (US);2020;5.81;0.95;2.15;0.85;1.1;INDUS;SHORT
KLA Corp (US);2021;6.92;1.15;2.85;0.95;1.2;INDUS;SHORT
KLA Corp (US);2022;9.21;1.45;3.85;1.12;1.4;INDUS;SHORT
KLA Corp (US);2023;10.5;1.65;4.25;1.25;1.5;INDUS;SHORT
KLA Corp (US);2024;10.82;1.85;4.55;1.32;1.6;INDUS;SHORT
Kakao (KR);2015;0.8;0.2;0.1;0.1;0.3;TECH;LONG
Kakao (KR);2016;1.3;0.3;0.1;0.2;0.5;TECH;LONG
Kakao (KR);2017;1.7;0.4;0.1;0.3;0.6;TECH;LONG
Kakao (KR);2018;2.1;0.5;0.1;0.4;0.7;TECH;LONG
Kakao (KR);2019;2.6;0.8;0.2;0.5;0.9;TECH;LONG
Kakao (KR);2020;3.6;1.2;0.4;0.6;1.1;TECH;LONG
Kakao (KR);2021;5.2;1.5;0.5;0.8;1.3;TECH;LONG
Kakao (KR);2022;5.5;1.8;0.4;0.8;1.4;TECH;LONG
Kakao (KR);2023;6.8;2.1;0.4;1.0;1.4;TECH;LONG
Kakao (KR);2024;7.2;2.3;0.5;1.2;1.5;TECH;LONG
Kawasaki Heavy (JP);2015;13.15;3.85;0.82;0.38;3.55;INDUS;SHORT
Kawasaki Heavy (JP);2016;13.52;4.05;0.75;0.41;3.6;INDUS;SHORT
Kawasaki Heavy (JP);2017;14.2;4.25;0.62;0.42;3.65;INDUS;SHORT
Kawasaki Heavy (JP);2018;14.55;4.45;0.58;0.45;3.7;INDUS;SHORT
Kawasaki Heavy (JP);2019;14.85;4.65;0.55;0.48;3.75;INDUS;SHORT
Kawasaki Heavy (JP);2020;13.92;4.85;0.25;0.45;3.65;INDUS;SHORT
Kawasaki Heavy (JP);2021;13.15;4.95;0.35;0.42;3.6;INDUS;SHORT
Kawasaki Heavy (JP);2022;14.25;5.15;0.65;0.48;3.7;INDUS;SHORT
Kawasaki Heavy (JP);2023;13.8;5.35;0.75;0.52;3.8;INDUS;SHORT
Kawasaki Heavy (JP);2024;14.45;5.55;0.85;0.55;3.85;INDUS;SHORT
Keboda;2015;0.2976;0.0595;0.0595;0.019;0.15;INDUS;SHORT
Keboda;2016;0.3857;0.0762;0.0833;0.0286;0.18;INDUS;SHORT
Keboda;2017;0.5524;0.1071;0.131;0.0429;0.22;INDUS;SHORT
Keboda;2018;0.6357;0.131;0.1548;0.0524;0.25;INDUS;SHORT
Keboda;2019;0.6929;0.1548;0.1476;0.0595;0.28;INDUS;SHORT
Keboda;2020;0.6929;0.1786;0.1619;0.0667;0.32;INDUS;SHORT
Keboda;2021;0.669;0.1952;0.131;0.0762;0.3;INDUS;SHORT
Keboda;2022;0.8048;0.2262;0.1476;0.0905;0.35;INDUS;SHORT
Keboda;2023;1.0429;0.2738;0.1952;0.1071;0.42;INDUS;SHORT
Keboda;2024;1.2262;0.3214;0.2262;0.1238;0.48;INDUS;SHORT
Keyence (JP);2015;3.2;0.1;1.7;0.1;0.5;INDUS;SHORT
Keyence (JP);2016;3.5;0.1;1.8;0.1;0.5;INDUS;SHORT
Keyence (JP);2017;4.4;0.2;2.4;0.1;0.6;INDUS;SHORT
Keyence (JP);2018;5.0;0.2;2.8;0.1;0.7;INDUS;SHORT
Keyence (JP);2019;4.8;0.2;2.4;0.1;0.8;INDUS;SHORT
Keyence (JP);2020;4.6;0.2;2.2;0.1;0.8;INDUS;SHORT
Keyence (JP);2021;6.2;0.3;3.4;0.1;0.9;INDUS;SHORT
Keyence (JP);2022;7.3;0.3;4.0;0.2;1.0;INDUS;SHORT
Keyence (JP);2023;7.8;0.4;4.2;0.2;1.1;INDUS;SHORT
Keyence (JP);2024;8.2;0.4;4.4;0.2;1.2;INDUS;SHORT
Keysight (US);2015;2.85;0.45;0.45;0.38;1.0;INDUS;SHORT
Keysight (US);2016;2.91;0.48;0.48;0.41;1.1;INDUS;SHORT
Keysight (US);2017;3.18;0.52;0.52;0.58;1.2;INDUS;SHORT
Keysight (US);2018;3.88;0.55;0.85;0.62;1.3;INDUS;SHORT
Keysight (US);2019;4.3;0.58;1.05;0.68;1.4;INDUS;SHORT
Keysight (US);2020;4.22;0.62;0.95;0.72;1.4;INDUS;SHORT
Keysight (US);2021;4.94;0.68;1.25;0.85;1.5;INDUS;SHORT
Keysight (US);2022;5.42;0.72;1.45;0.91;1.5;INDUS;SHORT
Keysight (US);2023;5.46;0.78;1.52;0.95;1.5;INDUS;SHORT
Keysight (US);2024;5.65;0.82;1.65;1.02;1.55;INDUS;SHORT
Kia (KR);2015;43.1;6.8;2.1;1.5;3.4;INDUS;SHORT
Kia (KR);2016;45.8;7.2;2.1;1.6;3.5;INDUS;SHORT
Kia (KR);2017;46.5;7.5;0.6;1.5;3.5;INDUS;SHORT
Kia (KR);2018;47.1;8.1;1.0;1.5;3.6;INDUS;SHORT
Kia (KR);2019;50.2;8.8;1.7;1.6;3.5;INDUS;SHORT
Kia (KR);2020;51.5;9.2;1.8;1.5;3.5;INDUS;SHORT
Kia (KR);2021;61.2;10.5;4.4;1.7;3.5;INDUS;SHORT
Kia (KR);2022;74.5;11.2;6.3;1.9;3.5;INDUS;SHORT
Kia (KR);2023;85.1;12.1;9.8;2.1;3.6;INDUS;SHORT
Kia (KR);2024;88.2;13.2;10.5;2.3;3.6;INDUS;SHORT
Kinaxis (CA);2018;0.25;0.01;0.04;0.06;0.07;TECH;LONG
Kinaxis (CA);2019;0.28;0.01;0.04;0.07;0.07;TECH;LONG
Kinaxis (CA);2020;0.32;0.01;0.05;0.08;0.08;TECH;LONG
Kinaxis (CA);2021;0.36;0.01;0.05;0.09;0.08;TECH;LONG
Kinaxis (CA);2022;0.4;0.01;0.06;0.1;0.09;TECH;LONG
Kinaxis (CA);2023;0.45;0.01;0.07;0.11;0.09;TECH;LONG
Kinaxis (CA);2024;0.5;0.01;0.07;0.12;0.1;TECH;LONG
King Long Motor;2015;6.3881;0.9167;0.1786;0.2024;1.85;INDUS;SHORT
King Long Motor;2016;5.1952;0.981;0.0286;0.1714;1.75;INDUS;SHORT
King Long Motor;2017;4.2238;1.0119;0.1548;0.1548;1.65;INDUS;SHORT
King Long Motor;2018;4.3452;1.0833;0.0595;0.131;1.6;INDUS;SHORT
King Long Motor;2019;4.4214;1.1548;0.0357;0.1381;1.55;INDUS;SHORT
King Long Motor;2020;3.3238;1.2262;-0.0357;0.1071;1.45;INDUS;SHORT
King Long Motor;2021;3.6714;1.25;-0.131;0.1;1.35;INDUS;SHORT
King Long Motor;2022;4.3452;1.3214;0.0286;0.131;1.45;INDUS;SHORT
King Long Motor;2023;4.631;1.3929;0.0833;0.1548;1.52;INDUS;SHORT
King Long Motor;2024;4.9643;1.4643;0.131;0.1714;1.58;INDUS;SHORT
Kingdee Intl;2015;0.3762;0.1071;0.0286;0.0595;0.45;TECH;LONG
Kingdee Intl;2016;0.4429;0.1238;0.0595;0.0762;0.48;TECH;LONG
Kingdee Intl;2017;0.5476;0.1381;0.0833;0.0905;0.52;TECH;LONG
Kingdee Intl;2018;0.669;0.1548;0.1071;0.1071;0.58;TECH;LONG
Kingdee Intl;2019;0.7905;0.1714;0.1;0.1238;0.65;TECH;LONG
Kion Group (EU);2015;9.2;2.76;0.74;0.18;3.41;INDUS;SHORT
Kion Group (EU);2016;9.47;2.84;0.76;0.19;3.47;INDUS;SHORT
Kion Group (EU);2017;9.76;2.93;0.78;0.2;3.53;INDUS;SHORT
Kion Group (EU);2018;10.05;3.02;0.8;0.2;3.6;INDUS;SHORT
Kion Group (EU);2019;10.35;3.1;0.83;0.21;3.66;INDUS;SHORT
Kion Group (EU);2020;10.66;3.2;0.85;0.21;3.73;INDUS;SHORT
Kion Group (EU);2021;10.98;3.29;0.88;0.22;3.79;INDUS;SHORT
Kion Group (EU);2022;11.31;3.39;0.9;0.23;3.86;INDUS;SHORT
Kion Group (EU);2023;11.65;3.5;0.93;0.23;3.93;INDUS;SHORT
Kion Group (EU);2024;12.0;3.6;0.96;0.24;4.0;INDUS;SHORT
Knorr-Bremse (EU);2015;6.45;1.25;1.15;0.32;2.45;INDUS;SHORT
Knorr-Bremse (EU);2016;6.15;1.22;1.05;0.31;2.42;INDUS;SHORT
Knorr-Bremse (EU);2017;6.95;1.28;1.12;0.35;2.75;INDUS;SHORT
Knorr-Bremse (EU);2018;7.82;1.35;1.28;0.38;2.85;INDUS;SHORT
Knorr-Bremse (EU);2019;7.75;1.42;1.18;0.42;2.9;INDUS;SHORT
Knorr-Bremse (EU);2020;6.85;1.52;0.85;0.45;2.95;INDUS;SHORT
Knorr-Bremse (EU);2021;7.92;1.65;1.15;0.48;3.05;INDUS;SHORT
Knorr-Bremse (EU);2022;7.55;1.75;1.02;0.52;3.15;INDUS;SHORT
Knorr-Bremse (EU);2023;8.55;1.85;1.25;0.58;3.3;INDUS;SHORT
Knorr-Bremse (EU);2024;8.85;1.95;1.35;0.62;3.45;INDUS;SHORT
Koito Manufacturing (JP);2015;5.85;1.35;0.65;0.25;2.55;INDUS;SHORT
Koito Manufacturing (JP);2016;6.15;1.42;0.72;0.28;2.65;INDUS;SHORT
Koito Manufacturing (JP);2017;6.85;1.55;0.85;0.32;2.82;INDUS;SHORT
Koito Manufacturing (JP);2018;7.25;1.65;0.95;0.35;2.9;INDUS;SHORT
Koito Manufacturing (JP);2019;7.15;1.75;0.82;0.38;2.85;INDUS;SHORT
Koito Manufacturing (JP);2020;6.25;1.82;0.45;0.35;2.75;INDUS;SHORT
Koito Manufacturing (JP);2021;6.82;1.88;0.55;0.32;2.8;INDUS;SHORT
Koito Manufacturing (JP);2022;6.15;1.95;0.45;0.35;2.85;INDUS;SHORT
Koito Manufacturing (JP);2023;6.25;2.05;0.65;0.38;2.92;INDUS;SHORT
Koito Manufacturing (JP);2024;6.45;2.15;0.75;0.42;3.05;INDUS;SHORT
Komatsu (JP);2015;18.2;6.5;2.1;0.6;4.7;INDUS;SHORT
Komatsu (JP);2016;17.5;6.3;1.5;0.6;4.7;INDUS;SHORT
Komatsu (JP);2017;22.5;7.1;2.5;0.7;5.9;INDUS;SHORT
Komatsu (JP);2018;24.8;7.5;3.5;0.7;6.2;INDUS;SHORT
Komatsu (JP);2019;22.4;7.8;2.2;0.7;6.3;INDUS;SHORT
Komatsu (JP);2020;19.5;8.2;1.5;0.7;6.1;INDUS;SHORT
Komatsu (JP);2021;23.2;8.5;2.8;0.8;6.3;INDUS;SHORT
Komatsu (JP);2022;27.5;8.8;3.5;0.8;6.4;INDUS;SHORT
Komatsu (JP);2023;28.8;9.1;3.8;0.9;6.4;INDUS;SHORT
Komatsu (JP);2024;30.2;9.5;4.1;0.9;6.5;INDUS;SHORT
Kubota (JP);2015;13.5;3.2;1.7;0.3;3.6;INDUS;SHORT
Kubota (JP);2016;14.1;3.4;1.6;0.4;3.8;INDUS;SHORT
Kubota (JP);2017;15.8;3.6;1.8;0.4;4.0;INDUS;SHORT
Kubota (JP);2018;16.5;3.8;1.7;0.4;4.2;INDUS;SHORT
Kubota (JP);2019;17.2;4.1;1.8;0.5;4.3;INDUS;SHORT
Kubota (JP);2020;16.8;4.3;1.6;0.5;4.4;INDUS;SHORT
Kubota (JP);2021;19.8;4.6;2.1;0.6;4.6;INDUS;SHORT
Kubota (JP);2022;21.5;4.9;2.3;0.6;5.0;INDUS;SHORT
Kubota (JP);2023;22.4;5.2;2.5;0.7;5.2;INDUS;SHORT
Kubota (JP);2024;23.5;5.5;2.7;0.8;5.3;INDUS;SHORT
Kyocera (JP);2015;12.5;2.8;0.8;0.5;6.9;INDUS;SHORT
Kyocera (JP);2016;12.2;3.1;0.8;0.5;7.0;INDUS;SHORT
Kyocera (JP);2017;13.8;3.4;0.9;0.5;7.5;INDUS;SHORT
Kyocera (JP);2018;14.5;3.6;0.8;0.6;7.7;INDUS;SHORT
Kyocera (JP);2019;14.2;3.8;0.8;0.7;7.6;INDUS;SHORT
Kyocera (JP);2020;13.8;4.1;0.6;0.7;7.6;INDUS;SHORT
Kyocera (JP);2021;16.5;4.5;1.2;0.8;7.8;INDUS;SHORT
Kyocera (JP);2022;15.2;4.8;1.0;0.8;8.1;INDUS;SHORT
Kyocera (JP);2023;14.8;5.2;0.8;0.9;8.0;INDUS;SHORT
Kyocera (JP);2024;15.5;5.5;1.1;1.0;8.1;INDUS;SHORT
Kyowa Kirin;2015;2.8;0.92;0.35;0.45;0.72;PHARMA;LONG
Kyowa Kirin;2016;2.9;0.95;0.38;0.46;0.73;PHARMA;LONG
Kyowa Kirin;2017;3.15;0.98;0.48;0.48;0.73;PHARMA;LONG
Kyowa Kirin;2018;3.12;1.01;0.52;0.49;0.73;PHARMA;LONG
Kyowa Kirin;2019;2.8;0.95;0.45;0.46;0.53;PHARMA;LONG
Kyowa Kirin;2020;2.98;0.98;0.51;0.48;0.54;PHARMA;LONG
Kyowa Kirin;2021;3.12;1.02;0.58;0.52;0.55;PHARMA;LONG
Kyowa Kirin;2022;2.95;1.05;0.48;0.54;0.56;PHARMA;LONG
Kyowa Kirin;2023;3.1;1.08;0.55;0.58;0.58;PHARMA;LONG
Kyowa Kirin;2024;3.35;1.12;0.62;0.62;0.6;PHARMA;LONG
LG Chem (KR);2015;17.5;8.1;1.6;0.5;1.4;INDUS;SHORT
LG Chem (KR);2016;18.1;8.5;1.7;0.7;1.5;INDUS;SHORT
LG Chem (KR);2017;22.5;9.2;2.4;0.8;1.7;INDUS;SHORT
LG Chem (KR);2018;24.1;10.5;1.9;0.9;1.9;INDUS;SHORT
LG Chem (KR);2019;24.5;13.2;0.8;1.0;2.0;INDUS;SHORT
LG Chem (KR);2020;26.1;15.8;1.6;1.1;1.9;INDUS;SHORT
LG Chem (KR);2021;37.5;19.1;4.4;1.2;1.9;INDUS;SHORT
LG Chem (KR);2022;42.1;21.5;2.3;1.5;2.0;INDUS;SHORT
LG Chem (KR);2023;45.2;24.8;1.9;1.8;2.1;INDUS;SHORT
LG Chem (KR);2024;42.8;26.1;1.6;2.0;2.1;INDUS;SHORT
LG Display (KR);2015;24.2;15.2;1.4;1.2;3.3;INDUS;SHORT
LG Display (KR);2016;23.1;16.8;1.1;1.3;3.2;INDUS;SHORT
LG Display (KR);2017;24.5;18.4;2.1;1.5;3.3;INDUS;SHORT
LG Display (KR);2018;21.2;20.1;-0.1;1.8;3.1;INDUS;SHORT
LG Display (KR);2019;20.5;22.4;-1.2;1.9;2.9;INDUS;SHORT
LG Display (KR);2020;21.8;20.8;-0.1;2.0;2.8;INDUS;SHORT
LG Display (KR);2021;26.5;19.5;1.9;1.8;2.7;INDUS;SHORT
LG Display (KR);2022;22.1;18.2;-2.1;1.7;2.6;INDUS;SHORT
LG Display (KR);2023;18.5;16.5;-1.8;1.6;2.5;INDUS;SHORT
LG Display (KR);2024;20.2;17.1;0.2;1.7;2.6;INDUS;SHORT
LG Energy Solution (KR);2015;2.8;1.5;0.1;0.2;0.5;INDUS;SHORT
LG Energy Solution (KR);2016;3.2;2.1;0.1;0.3;0.6;INDUS;SHORT
LG Energy Solution (KR);2017;4.1;3.2;0.1;0.4;0.8;INDUS;SHORT
LG Energy Solution (KR);2018;5.8;4.8;0.2;0.5;1.0;INDUS;SHORT
LG Energy Solution (KR);2019;7.2;7.5;0.4;0.6;1.2;INDUS;SHORT
LG Energy Solution (KR);2020;11.1;10.5;0.4;0.8;1.5;INDUS;SHORT
LG Energy Solution (KR);2021;15.2;14.2;0.6;0.9;2.0;INDUS;SHORT
LG Energy Solution (KR);2022;20.5;18.8;1.0;1.1;2.5;INDUS;SHORT
LG Energy Solution (KR);2023;25.8;22.4;1.7;1.3;2.8;INDUS;SHORT
LG Energy Solution (KR);2024;24.2;25.1;1.2;1.4;2.7;INDUS;SHORT
Lam Research (US);2015;5.26;0.52;1.05;0.82;0.7;INDUS;SHORT
Lam Research (US);2016;5.88;0.55;1.25;0.92;0.8;INDUS;SHORT
Lam Research (US);2017;8.01;0.65;2.15;1.15;0.9;INDUS;SHORT
Lam Research (US);2018;11.08;0.85;3.25;1.25;1.1;INDUS;SHORT
Lam Research (US);2019;9.65;0.95;2.55;1.18;1.1;INDUS;SHORT
Lam Research (US);2020;10.04;1.15;2.85;1.25;1.2;INDUS;SHORT
Lam Research (US);2021;14.62;1.45;4.52;1.45;1.4;INDUS;SHORT
Lam Research (US);2022;17.22;1.65;5.15;1.65;1.8;INDUS;SHORT
Lam Research (US);2023;17.43;1.85;5.45;1.72;1.7;INDUS;SHORT
Lam Research (US);2024;18.15;2.15;5.85;1.85;1.85;INDUS;SHORT
Lasertec (JP);2015;0.29;0.03;0.1;0.04;0.04;INDUS;SHORT
Lasertec (JP);2016;0.35;0.03;0.12;0.05;0.04;INDUS;SHORT
Lasertec (JP);2017;0.42;0.04;0.15;0.06;0.05;INDUS;SHORT
Lasertec (JP);2018;0.5;0.05;0.17;0.07;0.05;INDUS;SHORT
Lasertec (JP);2019;0.6;0.06;0.21;0.09;0.06;INDUS;SHORT
Lasertec (JP);2020;0.72;0.07;0.25;0.11;0.06;INDUS;SHORT
Lasertec (JP);2021;0.87;0.09;0.3;0.13;0.07;INDUS;SHORT
Lasertec (JP);2022;1.04;0.1;0.36;0.16;0.08;INDUS;SHORT
Lasertec (JP);2023;1.25;0.12;0.44;0.19;0.09;INDUS;SHORT
Lasertec (JP);2024;1.5;0.15;0.52;0.22;0.1;INDUS;SHORT
Lear Corp (US);2015;18.21;1.85;1.25;0.55;13.6;INDUS;SHORT
Lear Corp (US);2016;18.56;1.92;1.45;0.58;15.0;INDUS;SHORT
Lear Corp (US);2017;20.46;2.05;1.75;0.62;16.5;INDUS;SHORT
Lear Corp (US);2018;21.15;2.15;1.65;0.65;16.9;INDUS;SHORT
Lear Corp (US);2019;19.81;2.25;1.25;0.68;16.4;INDUS;SHORT
Lear Corp (US);2020;17.04;2.35;0.65;0.71;17.4;INDUS;SHORT
Lear Corp (US);2021;19.26;2.45;0.85;0.75;16.1;INDUS;SHORT
Lear Corp (US);2022;20.89;2.55;0.95;0.78;16.8;INDUS;SHORT
Lear Corp (US);2023;23.47;2.75;1.25;0.82;18.2;INDUS;SHORT
Lear Corp (US);2024;23.8;2.85;1.35;0.85;18.5;INDUS;SHORT
Legrand (EU);2015;6.9;0.69;1.38;0.35;3.24;INDUS;SHORT
Legrand (EU);2016;7.1;0.71;1.42;0.35;3.3;INDUS;SHORT
Legrand (EU);2017;7.32;0.73;1.46;0.37;3.36;INDUS;SHORT
Legrand (EU);2018;7.54;0.75;1.51;0.38;3.42;INDUS;SHORT
Legrand (EU);2019;7.76;0.78;1.55;0.39;3.48;INDUS;SHORT
Legrand (EU);2020;8.0;0.8;1.6;0.4;3.54;INDUS;SHORT
Legrand (EU);2021;8.24;0.82;1.65;0.41;3.6;INDUS;SHORT
Legrand (EU);2022;8.48;0.85;1.7;0.42;3.67;INDUS;SHORT
Legrand (EU);2023;8.74;0.87;1.75;0.44;3.73;INDUS;SHORT
Legrand (EU);2024;9.0;0.9;1.8;0.45;3.8;INDUS;SHORT
Lenovo Group;2015;70.2667;2.8857;0.5048;2.2667;6.05;INDUS;SHORT
Lenovo Group;2016;71.0595;2.9643;0.981;2.3452;5.85;INDUS;SHORT
Lenovo Group;2017;71.9333;3.1238;0.6786;2.4405;5.45;INDUS;SHORT
Lenovo Group;2018;82.1714;3.4571;1.631;2.6476;5.85;INDUS;SHORT
Lenovo Group;2019;84.7262;3.7667;2.0286;2.8214;6.25;INDUS;SHORT
Lenovo Group;2020;98.0048;4.3143;2.9643;3.1238;6.85;INDUS;SHORT
Lenovo Group;2021;115.5762;5.1071;4.4095;3.5357;7.52;INDUS;SHORT
Lenovo Group;2022;100.981;5.4405;3.6;3.631;7.15;INDUS;SHORT
Lenovo Group;2023;95.6;5.7429;2.6786;3.7738;6.85;INDUS;SHORT
Lens Tech;2015;4.1;3.3619;0.4405;0.2024;6.52;INDUS;SHORT
Lens Tech;2016;3.6262;3.9167;0.2976;0.2262;6.85;INDUS;SHORT
Lens Tech;2017;5.6429;4.4881;0.5048;0.2976;8.12;INDUS;SHORT
Lens Tech;2018;6.3595;5.0286;0.2024;0.369;9.25;INDUS;SHORT
Lens Tech;2019;7.2048;5.8381;0.6786;0.4405;11.12;INDUS;SHORT
Lens Tech;2020;8.7952;6.6952;1.219;0.5833;14.52;INDUS;SHORT
Lens Tech;2021;10.7786;8.4405;0.5833;0.5048;12.15;INDUS;SHORT
Lens Tech;2022;11.1167;10.0286;0.6786;0.5357;11.85;INDUS;SHORT
Lens Tech;2023;12.1071;11.5595;0.8381;0.5833;12.45;INDUS;SHORT
Leonardo (EU);2015;13.2;2.8;0.9;1.6;4.7;INDUS;SHORT
Leonardo (EU);2016;12.5;2.7;1.0;1.6;4.6;INDUS;SHORT
Leonardo (EU);2017;11.7;2.6;0.8;1.5;4.5;INDUS;SHORT
Leonardo (EU);2018;12.2;2.8;1.1;1.6;4.6;INDUS;SHORT
Leonardo (EU);2019;13.8;3.1;1.2;1.8;4.9;INDUS;SHORT
Leonardo (EU);2020;13.4;3.3;0.9;1.6;5.0;INDUS;SHORT
Leonardo (EU);2021;14.1;3.5;1.1;1.8;5.0;INDUS;SHORT
Leonardo (EU);2022;14.7;3.8;1.2;2.0;5.1;INDUS;SHORT
Leonardo (EU);2023;15.3;4.1;1.3;2.2;5.4;INDUS;SHORT
Leonardo (EU);2024;16.2;4.4;1.5;2.4;5.5;INDUS;SHORT
Lepu Medical;2015;0.6571;0.2024;0.1548;0.0595;0.35;INDUS;SHORT
Lepu Medical;2016;0.8238;0.2667;0.2024;0.0762;0.42;INDUS;SHORT
Lepu Medical;2017;1.0786;0.3452;0.2738;0.1071;0.52;INDUS;SHORT
Lepu Medical;2018;1.5119;0.4333;0.3619;0.131;0.65;INDUS;SHORT
Lepu Medical;2019;1.8548;0.5357;0.4405;0.1714;0.78;INDUS;SHORT
Lepu Medical;2020;1.9167;0.631;0.5119;0.2024;0.85;INDUS;SHORT
Lepu Medical;2021;2.5357;0.75;0.5833;0.25;0.95;INDUS;SHORT
Lepu Medical;2022;2.5262;0.8452;0.5357;0.2667;1.02;INDUS;SHORT
Lepu Medical;2023;2.3452;0.9167;0.4405;0.25;0.98;INDUS;SHORT
Lepu Medical;2024;2.5762;1.0119;0.5119;0.2905;1.05;INDUS;SHORT
Linamar (CA);2015;4.25;1.85;0.55;0.08;2.35;INDUS;SHORT
Linamar (CA);2016;4.55;1.95;0.65;0.1;2.55;INDUS;SHORT
Linamar (CA);2017;5.15;2.15;0.72;0.12;2.85;INDUS;SHORT
Linamar (CA);2018;6.12;2.35;0.58;0.15;2.95;INDUS;SHORT
Linamar (CA);2019;5.85;2.55;0.45;0.14;2.85;INDUS;SHORT
Linamar (CA);2020;4.55;2.65;0.32;0.12;2.65;INDUS;SHORT
Linamar (CA);2021;5.25;2.75;0.48;0.15;2.75;INDUS;SHORT
Linamar (CA);2022;6.15;2.85;0.55;0.18;2.85;INDUS;SHORT
Linamar (CA);2023;7.25;3.15;0.65;0.22;3.15;INDUS;SHORT
Linamar (CA);2024;7.85;3.45;0.78;0.25;3.25;INDUS;SHORT
Linde (EU);2015;17.5;15.8;3.1;0.4;6.5;INDUS;SHORT
Linde (EU);2016;16.7;16.1;2.9;0.4;6.4;INDUS;SHORT
Linde (EU);2017;17.1;16.5;3.2;0.4;5.8;INDUS;SHORT
Linde (EU);2018;14.9;15.2;2.8;0.4;5.1;INDUS;SHORT
Linde (EU);2019;28.2;24.2;4.1;0.5;8.0;INDUS;SHORT
Linde (EU);2020;27.2;24.5;4.5;0.5;7.4;INDUS;SHORT
Linde (EU);2021;30.8;24.8;5.5;0.5;7.2;INDUS;SHORT
Linde (EU);2022;33.4;25.1;7.2;0.6;6.5;INDUS;SHORT
Linde (EU);2023;32.8;24.9;7.8;0.6;6.6;INDUS;SHORT
Linde (EU);2024;33.1;25.2;6.2;0.6;6.5;INDUS;SHORT
Logitech (EU);2015;2.01;0.12;0.15;0.12;0.7;INDUS;SHORT
Logitech (EU);2016;2.11;0.13;0.18;0.13;0.72;INDUS;SHORT
Logitech (EU);2017;2.33;0.15;0.22;0.15;0.75;INDUS;SHORT
Logitech (EU);2018;2.57;0.18;0.28;0.18;0.82;INDUS;SHORT
Logitech (EU);2019;2.79;0.2;0.35;0.2;0.88;INDUS;SHORT
Logitech (EU);2020;2.98;0.22;0.38;0.22;0.92;INDUS;SHORT
Logitech (EU);2021;5.25;0.28;1.15;0.28;1.05;INDUS;SHORT
Logitech (EU);2022;5.48;0.32;0.82;0.32;1.12;INDUS;SHORT
Logitech (EU);2023;4.53;0.35;0.58;0.35;1.05;INDUS;SHORT
Logitech (EU);2024;4.3;0.38;0.65;0.38;1.02;INDUS;SHORT
Longi Green;2015;1.4167;0.7429;0.1548;0.0833;0.85;INDUS;SHORT
Longi Green;2016;2.7452;1.219;0.4405;0.1238;1.25;INDUS;SHORT
Longi Green;2017;3.8952;2.0286;0.7738;0.2667;1.85;INDUS;SHORT
Longi Green;2018;5.2333;2.9643;0.6786;0.3452;2.45;INDUS;SHORT
Longi Green;2019;7.831;4.3143;1.4571;0.4405;3.12;INDUS;SHORT
Longi Green;2020;12.9952;6.1548;2.4095;0.6071;4.55;INDUS;SHORT
Longi Green;2021;19.269;8.3619;2.6786;0.981;6.25;INDUS;SHORT
Longi Green;2022;30.7119;11.5524;4.3929;1.6952;7.85;INDUS;SHORT
Longi Green;2023;30.8143;13.9167;3.1548;1.869;7.52;INDUS;SHORT
Lopal Tech;2015;0.2024;0.0595;0.019;0.0095;0.08;INDUS;SHORT
Lopal Tech;2016;0.25;0.0833;0.0286;0.0143;0.12;INDUS;SHORT
Lopal Tech;2017;0.2976;0.1071;0.0357;0.019;0.15;INDUS;SHORT
Lopal Tech;2018;0.3286;0.131;0.0429;0.0262;0.18;INDUS;SHORT
Lopal Tech;2019;0.3857;0.1548;0.0524;0.0357;0.22;INDUS;SHORT
Lopal Tech;2020;0.4548;0.2024;0.0595;0.0429;0.25;INDUS;SHORT
Lopal Tech;2021;0.9643;0.5048;0.1071;0.0595;0.45;INDUS;SHORT
Lopal Tech;2022;3.35;1.0762;0.2667;0.131;0.75;INDUS;SHORT
Luxshare;2015;2.4143;1.0762;0.2024;0.1786;4.52;INDUS;SHORT
Luxshare;2016;3.2762;1.3929;0.2667;0.219;5.12;INDUS;SHORT
Luxshare;2017;5.4333;1.9333;0.4405;0.3619;6.85;INDUS;SHORT
Luxshare;2018;8.5357;2.9643;0.6786;0.6;8.25;INDUS;SHORT
Luxshare;2019;14.8833;4.4095;1.219;1.0762;11.45;INDUS;SHORT
Luxshare;2020;22.0262;5.981;1.9333;1.4571;14.52;INDUS;SHORT
